"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IUW78YX6","conferencePaper","2025","Untawale, S.; Ansari, S.","Integrating Artificial Intelligence in Human Resource Management with reference to Autonomous Engineering Institutions: A Review","","","","10.1109/ICETETSIP64213.2025.11156357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017419553&doi=10.1109%2FICETETSIP64213.2025.11156357&partnerID=40&md5=87f9e833f514065ad2c5b81a327525af","","2025","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Emerging Trends in Engineering and Technology, ICETET","","","","","","","","","","","","","","",""
"FSBK5F6Q","conferencePaper","2025","Obaid, Z.A.; Shaker, A.S.","AI-Powered Predictive Analytics in Financial Forecasting: Implications for Real-Time Reporting Adoption","","","","10.1109/ICFTS62006.2025.11032008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010832457&doi=10.1109%2FICFTS62006.2025.11032008&partnerID=40&md5=de2e179a210f903841bd1d5282fabd6d","","2025","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 1st International Conference on Frontier Technologies and Solutions, ICFTS 2025","","","","","","","","","","","","","","",""
"DU7JN6H2","journalArticle","2024","Wu, M.; Zhang, C.; Xie, S.","Research on fire safety control and early warning mechanism for hybrid lithium-ion supercapacitors","Ionics","","","10.1007/s11581-024-05581-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193400669&doi=10.1007%2Fs11581-024-05581-7&partnerID=40&md5=7529f81684abf04c35cb575fb1244447","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","4121-4133","","7","30","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XK25NWVM","conferencePaper","2024","Negi, M.; Karimi, M.","IT/OT challenges and opportunities to improve cyber resiliency for utilities: A review paper","","","","10.1109/ISGTEUROPE62998.2024.10863572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000004529&doi=10.1109%2FISGTEUROPE62998.2024.10863572&partnerID=40&md5=6ae2af17bdecdd9bc9283ec19df82141","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE PES Innovative Smart Grid Technologies Europe, ISGT EUROPE 2024","","","","","","","","","","","","","","",""
"L5IDU4EV","conferencePaper","2024","Kler, R.; Singh, G.; Chaudhary, N.; Abdullaev, B.; Bhandwal, M.; Ather, D.","Predicting Career Transitions Through Insights from Academic Background and Workforce Dynamics Using Machine Learning","","","","10.1109/ICTACS62700.2024.10840625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218200328&doi=10.1109%2FICTACS62700.2024.10840625&partnerID=40&md5=3e6980381c6cef6017b92bf24799d722","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","134-138","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 4th International Conference on Technological Advancements in Computational Sciences, ICTACS 2024","","","","","","","","","","","","","","",""
"E7YU6J5Z","conferencePaper","2024","Vonitsanos, G.; Kanavos, A.; Mylonas, P.","Evaluating Machine Learning Techniques for Enhanced Prediction of Building Energy Consumption","","","","10.1109/SEEDA-CECNSM63478.2024.00018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210875536&doi=10.1109%2FSEEDA-CECNSM63478.2024.00018&partnerID=40&md5=befe7648735059fd6d7750952ab7b15c","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","50-57","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 2024 9th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference, SEEDA-CECNSM 2024","","","","","","","","","","","","","","",""
"TD8D9B2U","conferencePaper","2024","Eustaquio, G.M.","A Deep Analysis of Implementation of Technical Strategy using AI in MBS","","","","10.1109/ICACITE60783.2024.10617117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201795683&doi=10.1109%2FICACITE60783.2024.10617117&partnerID=40&md5=415afa5dc86e610b52a0dd0894854d34","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","1472-1478","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 4th International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2024","","","","","","","","","","","","","","",""
"REKMZVE6","journalArticle","2024","Sánchez-García, E.; Martínez-Falcó, J.; Marco-Lajara, B.; Słoniec, J.","ANALYZING THE ROLE OF COMPUTER SCIENCE IN SHAPING MODERN ECONOMIC AND MANAGEMENT PRACTICES. BIBLIOMETRIC ANALYSIS","Applied Computer Science","","","10.35784/acs-2024-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190294575&doi=10.35784%2Facs-2024-12&partnerID=40&md5=f4ac8f64ac31f84d534e98f2f24902b5","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","189-207","","1","20","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A82JCNUK","journalArticle","2024","Kozhamkulova, Z.; Kuntunova, L.; Amanzholova, S.; Bizhanova, A.; Vorogushina, M.; Kuparova, A.; Maikotov, M.; Nurlybayeva, E.","Development of Intellectual Decision Making System for Logistic Business Process Management","International Journal of Advanced Computer Science and Applications","","","10.14569/IJACSA.2024.0150186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185002034&doi=10.14569%2FIJACSA.2024.0150186&partnerID=40&md5=57e2a1ec5f6c810ba21b4e3be71e5b99","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","857-865","","1","15","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32N695LJ","conferencePaper","2024","Arnawtee, M.M.M.; Zaiter, M.F.Z.","An Overview of Optimized Inventory Management Models in Technology Companies: Historical Developments, Practical Applications, and AI-Driven Approaches","","","","10.1109/ACAI63924.2024.10899588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000780133&doi=10.1109%2FACAI63924.2024.10899588&partnerID=40&md5=831e4261a6d69b21866a2df1385487da","","2024","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACAI 2024 - 2024 7th International Conference on Algorithms, Computing and Artificial Intelligence","","","","","","","","","","","","","","",""
"ZKMWQG2J","journalArticle","2023","Murugan, M.S.; T, S.K.","Large-scale data-driven financial risk management & analysis using machine learning strategies","Measurement: Sensors","","","10.1016/j.measen.2023.100756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159081022&doi=10.1016%2Fj.measen.2023.100756&partnerID=40&md5=12bbc97a40749d7a15d836310f4db385","","2023","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","27","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KCWYP2B","conferencePaper","2023","Long, Q.; Zhu, W.","Research on Intelligent Early Warning of University Budget Expenditure Based on K-Means Clustering Algorithm","","","","10.1109/ITME60234.2023.00126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192498658&doi=10.1109%2FITME60234.2023.00126&partnerID=40&md5=cce2480de595785bee458e84d15f7f87","","2023","2026-02-19 09:40:01","2026-02-19 09:40:01","","604-608","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 2023 13th International Conference on Information Technology in Medicine and Education, ITME 2023","","","","","","","","","","","","","","",""
"SKTH5CBT","conferencePaper","2023","Wang, Y.","Application of Modern Computer Technology in Automatic Management of Financial and Accounting Information","","","","10.1109/GCAT59970.2023.10353289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182574131&doi=10.1109%2FGCAT59970.2023.10353289&partnerID=40&md5=7817604cfdbc06ded55c3db2f304bcfb","","2023","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 4th IEEE Global Conference for Advancement in Technology, GCAT 2023","","","","","","","","","","","","","","",""
"MPNMDNL2","conferencePaper","2022","Wu, X.","University Financial Early Warning Based on Data Mining Algorithm","","","","10.1007/978-3-031-05484-6_143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132828214&doi=10.1007%2F978-3-031-05484-6_143&partnerID=40&md5=43f4f178fba4a116bff11382f62e8e64","","2022","2026-02-19 09:40:01","2026-02-19 09:40:01","","1053-1058","","","138","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes on Data Engineering and Communications Technologies","","","","","","","","","","","","","","",""
"REJV54LU","journalArticle","2022","Assous, H.F.","Prediction of Banks Efficiency Using Feature Selection Method: Comparison between Selected Machine Learning Models","Complexity","","","10.1155/2022/3374489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129023683&doi=10.1155%2F2022%2F3374489&partnerID=40&md5=a8613453aa5138be52005266565d9d07","","2022","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","2022","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WDQBDLN","conferencePaper","2021","Bile Hassan, I.; Ghanem, T.; Jacobson, D.; Jin, S.; Johnson, K.; Sulieman, D.; Wei, W.","Data Science Curriculum Design: A Case Study","","","","10.1145/3408877.3432443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103344473&doi=10.1145%2F3408877.3432443&partnerID=40&md5=efc89695183158c000243d402ad80021","","2021","2026-02-19 09:40:01","2026-02-19 09:40:01","","529-534","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SIGCSE 2021 - Proceedings of the 52nd ACM Technical Symposium on Computer Science Education","","","","","","","","","","","","","","",""
"M5TPZ7JU","conferencePaper","2021","Vu Nguyen Hai, D.; Gaedke, M.","Applying Predictive Analytics on Research Information to Enhance Funding Discovery and Strengthen Collaboration in Project Proposals","","","","10.1007/978-3-030-74296-6_37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111119252&doi=10.1007%2F978-3-030-74296-6_37&partnerID=40&md5=de0a787db40619b19aaa775e465d4798","","2021","2026-02-19 09:40:01","2026-02-19 09:40:01","","490-495","","","12706 LNCS","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","","","","","","",""
"WRDZNFEB","conferencePaper","2020","Laayati, O.; Bouzi, M.; Chebak, A.","Smart energy management: Energy consumption metering, monitoring and prediction for mining industry","","","","10.1109/ICECOCS50124.2020.9314532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100074859&doi=10.1109%2FICECOCS50124.2020.9314532&partnerID=40&md5=a533117004c3dc3570fd32ce2502ec32","","2020","2026-02-19 09:40:01","2026-02-19 09:40:01","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE 2nd International Conference on Electronics, Control, Optimization and Computer Science, ICECOCS 2020","","","","","","","","","","","","","","",""
"PEADE6IF","conferencePaper","2020","Pradhan, S.; Nanniyur, V.; Vissapragada, P.K.","On the Defect Prediction for Large Scale Software Systems-From Defect Density to Machine Learning","","","","10.1109/QRS51102.2020.00056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099318439&doi=10.1109%2FQRS51102.2020.00056&partnerID=40&md5=d3dc21b7815f4856ece2d5b268a5b134","","2020","2026-02-19 09:40:01","2026-02-19 09:40:01","","374-381","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 2020 IEEE 20th International Conference on Software Quality, Reliability, and Security, QRS 2020","","","","","","","","","","","","","","",""
"VIPUT8YB","conferencePaper","2020","Shivanna, A.; Agrawal, D.P.","Prediction of Defaulters using Machine Learning on Azure ML","","","","10.1109/IEMCON51383.2020.9284884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099289041&doi=10.1109%2FIEMCON51383.2020.9284884&partnerID=40&md5=4e4e571f3efddebad161adfa2f73e0a9","","2020","2026-02-19 09:40:01","2026-02-19 09:40:01","","320-325","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020","","","","","","","","","","","","","","",""
"9J2V5YSX","journalArticle","2020","Ahn, J.; Hwang, J.; Kim, D.; Choi, H.; Kang, S.","A Survey on Churn Analysis in Various Business Domains","IEEE Access","","","10.1109/ACCESS.2020.3042657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097935228&doi=10.1109%2FACCESS.2020.3042657&partnerID=40&md5=7b719abb83308fa04db23d0c0e907cbc","","2020","2026-02-19 09:40:01","2026-02-19 09:40:01","","220816-220839","","","8","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXZGHAIF","journalArticle","2019","Liu, H.; Tian, G.","Building engineering safety risk assessment and early warning mechanism construction based on distributed machine learning algorithm","Safety Science","","","10.1016/j.ssci.2019.08.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070863417&doi=10.1016%2Fj.ssci.2019.08.022&partnerID=40&md5=d55991e082d21b3d24c067eba99ba528","","2019","2026-02-19 09:40:01","2026-02-19 09:40:01","","764-771","","","120","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKQKVAVN","conferencePaper","2018","Chang, H.-K.; Wu, C.-T.; Liu, J.-H.; Jang, J.-S.R.","Using Machine Learning Algorithms in Medication for Cardiac Arrest Early Warning System Construction and Forecasting","","","","10.1109/TAAI.2018.00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061457695&doi=10.1109%2FTAAI.2018.00010&partnerID=40&md5=f21250adb73bb4f1c92c23343a201322","","2018","2026-02-19 09:40:01","2026-02-19 09:40:01","","1-4","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 2018 Conference on Technologies and Applications of Artificial Intelligence, TAAI 2018","","","","","","","","","","","","","","",""
"PYEKNLEZ","journalArticle","2018","Jin, M.; Wang, H.; Zhang, Q.; Luo, C.","Financial Management and Decision Based on Decision Tree Algorithm","Wireless Personal Communications","","","10.1007/s11277-018-5312-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041576513&doi=10.1007%2Fs11277-018-5312-6&partnerID=40&md5=9a6e4d458cf693f087ba28c86bfaec30","","2018","2026-02-19 09:40:01","2026-02-19 09:40:01","","2869-2884","","4","102","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653JLCLP","conferencePaper","2018","Cobos, R.; Olmos, L.","A Learning Analytics Tool for Predictive Modeling of Dropout and Certificate Acquisition on MOOCs for Professional Learning","","","","10.1109/IEEM.2018.8607541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061832448&doi=10.1109%2FIEEM.2018.8607541&partnerID=40&md5=1bda9a76797eb96afed36dc1321e5d80","","2018","2026-02-19 09:40:01","2026-02-19 09:40:01","","1533-1537","","","2019-December","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Industrial Engineering and Engineering Management","","","","","","","","","","","","","","",""
"BVRTLXDG","journalArticle","2018","Howard, E.; Meehan, M.; Parnell, A.","Contrasting prediction methods for early warning systems at undergraduate level","Internet and Higher Education","","","10.1016/j.iheduc.2018.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042237339&doi=10.1016%2Fj.iheduc.2018.02.001&partnerID=40&md5=08bd840611c4a2a82006b1919796e47d","","2018","2026-02-19 09:40:01","2026-02-19 09:40:01","","66-75","","","37","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARBSPZRM","conferencePaper","2018","Esswein, M.; Chamoni, P.","Business analytics in the Finance Department - A literature review","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048569409&partnerID=40&md5=36a6de0e37993ac1288d7f06c71e9758","","2018","2026-02-19 09:40:01","2026-02-19 09:40:01","","35-46","","","2018-March","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MKWI 2018 - Multikonferenz Wirtschaftsinformatik","","","","","","","","","","","","","","",""
"NE5BZCBN","conferencePaper","2015","Klüsener, M.; Fortenbacher, A.","Predicting students' success based on forum activities in MOOCs","","","","10.1109/IDAACS.2015.7341439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957575378&doi=10.1109%2FIDAACS.2015.7341439&partnerID=40&md5=31f2724d61229865685ed0a168af5edc","","2015","2026-02-19 09:40:01","2026-02-19 09:40:01","","925-928","","","2","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 2015 IEEE 8th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2015","","","","","","","","","","","","","","",""
"VM5GR7WH","conferencePaper","2015","Gulati, H.","Predictive analytics using data mining technique","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960926496&partnerID=40&md5=2741be8064c201ecd82e59ef6b4bf482","","2015","2026-02-19 09:40:01","2026-02-19 09:40:01","","713-716","","","","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 International Conference on Computing for Sustainable Global Development, INDIACom 2015","","","","","","","","","","","","","","",""
"6WICPYJS","journalArticle","2014","Clifton, L.; Clifton, D.A.; Pimentel, M.A.F.; Watkinson, P.J.; Tarassenko, L.","Predictive monitoring of mobile patients by combining clinical observations with data from wearable sensors","IEEE Journal of Biomedical and Health Informatics","","","10.1109/JBHI.2013.2293059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900823945&doi=10.1109%2FJBHI.2013.2293059&partnerID=40&md5=2c411f479244ac5fe7eaeee0c4e85a37","","2014","2026-02-19 09:40:01","2026-02-19 09:40:01","","722-730","","3","18","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
